819,evident,明らかな,6,0
820,exact,正確な,6,0
821,excessive,過度の,6,0
822,external,外部の,6,0
823,frequent,頻繁な,6,0
824,generous,気前のよい,6,0
825,genuine,本物の，偽りのない,6,0
826,grand,壮大な,6,0
827,guilty,有罪の,6,0
828,identical,全く同じ,6,0
829,inevitable,避けられない,6,0
830,inferior,劣った,6,0
831,initial,当初の,6,0
832,inner,内部の,6,0
833,intimate,親密な,6,0
834,invisible,見えない,6,0
835,keen,切望した，熱意のある,6,0
836,latest,最新の，最近の,6,0
837,legal,法律の，合法な,6,0
838,liberal,（他の思想に）寛大な，自由主義的な,6,0
839,located,（ある場所に）位置する,6,0
840,logical,論理的な,6,0
841,long-term,長期的な,6,0
842,massive,巨大な，大規模な,6,0
843,mature,成熟した,6,0
844,mechanical,機械の，機械的な,6,0
845,minor,小さな，重要度の低い,6,0
846,mutual,相互の,6,0
847,numerous,多数の,6,0
848,odd,変な，奇数の／（（oddsで））可能性,6,0
849,overwhelming,圧倒的な,6,0
850,painful,苦痛な,6,0
851,passive,受身の，消極的な,6,0
852,peculiar,奇妙な,6,0
853,permanent,永久の，常設の,6,0
854,plain,簡素な，無地の／高原,6,0
855,precious,貴重な,6,0
856,precise,正確な,6,0
857,precisely,正確に,6,0
858,prime,主要な，最重要の,6,0
859,principal,第一の，主要な／校長，学長,6,0
860,profound,深い，大きな,6,0
861,racial,人種の,6,0
862,rational,理性的な,6,0
863,raw,生の，原料のままの,6,0
864,relative,相対的［比較的］な,6,0
865,reliable,頼りになる,6,0
866,remote,遠い,6,0
867,routine,いつもの／いつもの手順,6,0
868,rude,失礼な,6,0
869,satisfactory,満足のいく,6,0
870,sensible,分別［判断力］がある,6,0
871,spare,予備の／＜時間・手間＞をさく,6,0
872,spiritual,精神の，精神的な,6,0
873,steady,着実な,6,0
874,strict,厳しい，厳密な,6,0
875,subtle,微妙な,6,0
876,sufficient,十分な,6,0
877,tremendous,非常に大きな,6,0
878,tropical,熱帯（地方）の,6,0
879,ultimate,究極の,6,0
880,uncomfortable,心地の悪い,6,0
881,unexpected,予期せぬ,6,0
882,unlikely,可能性が低い,6,0
883,unpleasant,不愉快な,6,0
884,verbal,ことばの，口頭での,6,0
885,visual,視覚の，視覚的な,6,0
886,widespread,広範囲に渡る,6,0
887,aloud,声に出して,6,0
888,altogether,完全に,6,0
889,barely,かろうじて,6,0
890,commonly,一般に,6,0
891,consequently,その結果,6,0
892,deliberately,故意に,6,0
893,effectively,効果的に,6,0
894,essentially,本質的に,6,0
895,firmly,堅く，堅固に,6,0
896,increasingly,ますます,6,0
897,literally,文字通りに,6,0
898,practically,実質的に，ほとんど,6,0
899,primarily,主として,6,0
900,readily,すぐに,6,0
901,regardless,かかわらず，関係なく,6,0
902,regularly,規則的に，定期的に,6,0
903,roughly,大雑把に,6,0
904,socially,社会的に,6,0
905,steadily,着実に,6,0
906,traditionally,伝統的に,6,0
907,undoubtedly,疑いなく,6,0
908,whereas,…である一方で,6,0
909,beneath,…の下に,6,0
